Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1704480608,10,,Aggregated,62.900000,0.000000,160,160,160,160,170,170,180,240,350,350,350,3471,0,160.0,151.20236334145454,34.8041329998523,352.7184380000108,115.0
1704480609,10,,Aggregated,63.000000,0.000000,160,160,160,160,170,170,180,240,350,350,350,3534,0,160.0,151.33816778754803,34.8041329998523,352.7184380000108,115.0
1704480610,10,,Aggregated,63.000000,0.000000,160,160,160,160,170,170,180,240,350,350,350,3597,0,160.0,151.49683561389745,34.8041329998523,352.7184380000108,115.0
1704480611,10,,Aggregated,63.000000,0.000000,160,160,160,160,170,170,180,230,350,350,350,3659,0,160.0,151.66331281038953,34.8041329998523,352.7184380000108,115.0
1704480612,10,,Aggregated,62.900000,0.000000,160,160,160,160,170,170,180,230,350,350,350,3722,0,160.0,151.7648521695901,34.8041329998523,352.7184380000108,115.0
1704480613,10,,Aggregated,62.800000,0.000000,160,160,160,160,170,170,180,230,350,350,350,3786,0,160.0,151.85468328558258,34.8041329998523,352.7184380000108,115.0
1704480614,10,,Aggregated,62.800000,0.000000,160,160,160,160,170,170,180,220,350,350,350,3849,0,160.0,151.94928378181382,34.8041329998523,352.7184380000108,115.0
1704480615,10,,Aggregated,62.600000,0.000000,160,160,160,160,170,170,180,220,350,350,350,3912,0,160.0,152.09173298471674,34.8041329998523,352.7184380000108,115.0
1704480616,10,,Aggregated,62.800000,0.000000,160,160,160,160,170,170,180,220,350,350,350,3974,0,160.0,152.20696720337403,34.8041329998523,352.7184380000108,115.0
1704480617,10,,Aggregated,62.600000,0.000000,160,160,160,160,170,170,180,220,350,350,350,4038,0,160.0,152.30216890818738,34.8041329998523,352.7184380000108,115.0
1704480618,10,,Aggregated,62.700000,0.000000,160,160,160,160,170,170,180,220,350,350,350,4101,0,160.0,152.40832314758623,34.8041329998523,352.7184380000108,115.0
1704480619,10,,Aggregated,62.700000,0.000000,160,160,160,160,170,170,180,220,350,350,350,4164,0,160.0,152.48279291432894,34.8041329998523,352.7184380000108,115.0
